"#","Server","Name","UP","Guild Identifier","Guild Link Identifier","Guild ID","Guild Rank","Guild Description","Guild Raids","Guild Portal Floor","Guild Portal Life","Guild Portal Percent","Guild Honor","Guild Knights","Guild Treasure","Guild Instructor","Guild Hydra","Guild Member Count","Guild Attacking","Guild Attacking ID","Guild Defending","Guild Defending ID","Guild Knights 15+","Guild Pet Level","Guild Pet","Guild Pet Class","Guild Pet Strength","Guild Pet Dexterity","Guild Pet Intelligence","Guild Pet Constitution","Guild Pet Luck","Guild Member Count","Timestamp","Guild GT Rank","Guild GT Tokens"
"36","S7 .EU","Polar Kingdom","","s7_eu_g93","s7_eu_g93","93","6"," Willkommen im Polar Kingdom! \n\nWerde ein Teil von uns und begleite Polar Kingdom bei epischen Schlachten!\n\nWir sind auf der Suche nach aktiven deutschsprachigen Spielern:)\n\nSei nicht nur eine Zahl zwischen vielen, sei mehr als das und komm ins Polar Kingdom*.* hier zählt jeder <3\n\nWas haben wir zu bieten?\nEin geniales Volk was ihr,Polar Kingdom wachsen lässt gemeinsam als eine Einheit!\nGoldbonus: 200%         Lehrmeister: 200%        RH:  1000\n                    Black Gems: 50%               Portalbonus 50%\n\n\n                   ***Bewerbungen bitte     \nan Paula oder einen der Offiziere***\n","99","50","0","100","16 367","990","200","200","9","50","No","0","Yes","1388","49","457","80","1","193 814","7 429","7 146","165 355","70 075","50","21.02.2026 15:44","6","589 887"
"37","S7 .EU","POLANDOS","","s7_eu_g851","s7_eu_g851","851","7","Gold  & Exp  200%      KNIGHT: 1000         Portal: 50% \n\nPL / ENG                       Black Gems: 50%     \n\n                  Looking for active players :)     ","79","50","0","100","16 175","979","200","200","10","49","Yes","168","Yes","51","49","480","39","2","8 703","8 550","238 253","194 800","80 648","49","21.02.2026 15:44","5","802 154"
"38","S7 .EU","WinterfeII","","s7_eu_g832","s7_eu_g832","832","8",">-------------------------------------------------------------< \t\t\t\t\tWinterfeII\n>-------------------------------------------------------------<\n                                         Der Winter naht!\n\nWir sind Winterfell und fällen alles was uns im Weg steht!\nKommt uns nicht in die Quere, sonst fällen wir euch wie einen Baum!\n\nWildlinge und andere Leute aus dem Norden sind hier jederzeit willkommen! ;)\n\nGerman speakers only, thank you.\n\nScrollen für mehr info.\n>-------------------------------------------------------------<\n\n\t\t\t\t Was wir bieten:\n\t\t       Gold: 200%  XP:200%  HOK: 987\n\n\t\tBlack Gems: 50%\n\t\tPortal:         50%    \n\t\tDiscord:       https://discord.gg/me5Ue74T9v                  \n\n>-------------------------------------------------------------<\n\nWas wir suchen:\n\nDeutschsprachige u. aktive Spieler / German only\n120 - 320 Alu\n30%-50% Mount\nMindest lvl 370\nAktiv an Kämpfen und Raids\nLangzeitmotiviert!! \n\n>-------------------------------------------------------------<","85","50","0","100","11 969","979","200","200","9","49","No","0","Yes","575","49","466","20","3","8 783","193 966","8 601","158 816","64 313","49","21.02.2026 15:44","10","439 965"
"39","S7 .EU","Black Order","","s7_eu_g1130","s7_eu_g1130","1130","9","                                         /oOO*OOo\\\n\t\t\t       ~>/Black   Order\\<~\n\n                         ~~>International/Polish Guild<~~\n\n[EXP] - 200%                  [HOK:1000]                 [GOLD] - 200% \n\n                         [Portal] - 50%          [Hydra] - 9\n\n                                    [BLACK GEM - 50%]\n\nZasady/Rules:\n\n \n   * Dłuższe nieobecności zgłaszamy radzie gildii / Longer \n\n      absences please report to the officers or Zapała\n\n","53","50","0","100","11 805","977","200","200","8","49","No","0","Yes","1759","49","444","79","2","9 544","9 861","165 125","136 340","64 400","49","21.02.2026 15:44","14","376 643"
"40","S7 .EU","WhiteRaven","","s7_eu_g416","s7_eu_g416","416","10","                                -------------------------\n                                |           WhiteRaven          |  \n                                -------------------------\n\nLOVAGOK: 1000\nGOLD/EXP: 200%/200%\nSEBZÉSBÓNUSZ: 50%\nHYDRA: 9 FEJ\n                                             Elvárások:\n                                       >>   Aktivitás   << \n","97","50","0","100","11 490","940","200","200","8","47","No","0","No","0","47","461","20","3","9 062","185 740","8 975","157 138","71 103","47","21.02.2026 15:44","13","384 063"
"41","S6 .EU","Mandalorians","","s6_eu_g108","s6_eu_g108","108","1","                              —  ||  Mandalorians  || —\n        ————————————————————————\n             —  || MANDALORIANS x DEATH WATCH || ——-\n        ————————————————————————\n\n                                          [GER|EN]\n\nWir bieten:\n- Eine aktive, ambitionierte und nette 320 Alu Gilde\n- 2 Gildenkämpfe pro Tag zu festen Kampfzeiten\n- Einen gemeinsamen DC Server mit Bündnis Death Watch\n- Wöchentliche Gildenstatistiken auf DC\n- Aktiven Gildenchat in der der Spaß nicht zu kurz kommt\n- 20-köpfige Hydra\n","109","50","0","100","29 894","1000","200","200","19","50","Yes","3318","Yes","5","50","548","19","1","447 209","9 034","9 044","320 086","115 779","50","21.02.2026 15:44","1","2 592 665"
"42","S6 .EU","Heroes Voice","","s6_eu_g5","s6_eu_g5","5","2","Heroes Voice invites all active players to join our guild and our alliance with Czarne Wąsy (eu8) and Thanedd (eu5) on fusion server F29. Together we are building a strong, united community and supporting each other in every battle. Join us and become part of our team!","105","50","0","100","29 159","1000","200","200","18","50","Yes","108","Yes","1399","50","544","60","1","424 348","7 420","7 446","300 849","115 262","50","21.02.2026 15:44","2","1 573 531"
"43","S6 .EU","Death Watch","","s6_eu_g1399","s6_eu_g1399","1399","3","                               \n  [F2P Gilde]       >> Death Watch <<       [Deutsch-English] \n [Gilden - Allianz] >> Mandalorians<<\n________________________________________\n\nDämonenportal:     Abgeschlossen\nSchwarzer Stein:    50%\n\n[Datum: bis - ]\nAnforderung:                     Aktuell:\nGoldschatz  : -                  200,0%\nLehrmeister:  -                  200,0%\nRitterhalle:    -                  1000 P.\n\nMount:              30%\nPet:                    450\nSammelalbum:  90+%\nGildenpräsenz + aktives spielen\nTeilnahme bei Kriegen verpflichtend (Mo- Fr 6 & 18 Uhr)\n\n————————————————————————\nBewerbung per Post o. Discord\n\n[Discord Link]\nhttps://discord.gg/nQuaCBWe\n______________________________________\nAbmeldungspflicht besteht!\n(1T inakt. ohne Abmeldung -> kick)","93","50","0","100","17 481","1000","200","200","12","50","Yes","5","Yes","2509","50","480","80","1","255 738","7 973","7 963","189 103","82 794","50","21.02.2026 15:44","3","945 175"
"44","S6 .EU","Anarchy","","s6_eu_g57","s6_eu_g57","57","4","                                        >>->   Anarchy   <-<< \n                                               Cz/Sk cech\n\n50% bonus portál, 1000 rytířů\n\nNěkteré guildy se rozpadly, jiné zanikly, hráči si dali pauzu. My jsme 100% aktivní česko slovenský cech, jsme Anarchy! Nyní nadešla ta pravá chvíle, kdy rozšířit naše řady. \n\nPodmínky přijetí: 100% aktivní, full, not hiring\n\nDenní aktivita\n50% mount \n370 lvl \n\n\nhttps://discord.gg/ZZP43f2hk","100","50","0","100","17 453","996","200","200","12","50","No","0","Yes","140","50","496","60","1","284 307","8 578","9 044","216 996","91 588","50","21.02.2026 15:44","6","659 718"
"45","S6 .EU","OGRODY","","s6_eu_g238","s6_eu_g238","238","5","                       TO OGRODY NADAŁY NAM TAKIE FLOW\n       https://www.youtube.com/watch?v=vWtZ3_nDguY&t=925s                                               \n       \n  \"Lojalność jest zawsze dobrą cechą. Jedynym błędem, jaki                     możemy popełnić, jest nasz wybór i to, komu ją okażemy.\"\n\n\"Loyalty is always a good trait. The only mistake we can make is our choice and who we show our loyalty to.\"\n\nOFERUJEMY:\nTrener: 200%     Skarbiec: 200%     Rycerze:1000  Portal: Done\n                                  \nOCZEKUJEMY:                                               \n-Aktywnośći wraz z 3 potkami (L-XL)                  \n-Klaser 95%\n- min. 430 lvl \n-Wierzchowiec 50%    \n-Salka 20\n-Wyprawy poranne: godz 6 - wyprawy wieczorne godz. 18\n\n                                   11.10.24 TOP3\nKładziemy nacisk na umiarkowaną gre, topka przyjdzie z czasem! \nZapytania o dołączenie proszę kierować do Damianici.","105","50","0","100","17 388","1000","200","200","12","50","No","0","Yes","1421","50","474","80","1","238 412","7 751","7 853","189 530","81 364","50","21.02.2026 15:44","4","724 827"
"46","S6 .EU","Schattendrachen","","s6_eu_g140","s6_eu_g140","140","6","                              Schattendrachen\n------------------------------------------------------------\nBonus :200%    RH : 998  Portal  50%                \nschwarze Steine: 50%     Hydra: 7\ndeutsche Gilde/  0 Plätze  /Bewerber : 0\n\nKampfzeiten : 7 Uhr / 19 Uhr\nUnter dem Banner der Schattendrachen verbünden\nsich alle Krieger und Söldner um Gemeinsam die Dungeons zu bezwingen.\n\n- habt Spaß am Game\n- Chat ist für alle da, bleibt entspannt\n- Jeder ist Willkommen\n- F2P oder 320 Alu-Spieler\n- bei mehr als 3 Tage, bitte Abmelden ","100","50","0","100","16 681","990","200","200","9","50","Yes","57","Yes","1902","49","474","18","1","220 128","10 199","9 948","174 496","74 445","50","21.02.2026 15:44","5","718 951"
"47","S6 .EU","Liboví Odpadlíci","","s6_eu_g2509","s6_eu_g2509","2509","7","------------------------------------------------------------                                  > Liboví Odpadlíci < \n------------------------------------------------------------\n\n\n                     Kdysi vyhnaní, dnes nepostradatelní.\nNepatříme mezi urozené, ale na bojišti si nás všimne každý.\nZe stínů krčmy, ze dna podsvětí, z chaosu i srandy povstali jsme – liboví, protože svět si nás nepřál... a teď za to platí. \nProšli jsme Cestou do Mordoru, poznali temnotu i světlo — a teď kráčíme dál, bok po boku, proti všem, kdo se nám postaví.\n\n                  Přidáš se, nebo padneš proti nám?","98","50","0","100","14 381","980","200","200","8","49","Yes","1399","Yes","3559","49","450","20","3","7 686","185 184","7 769","148 789","70 153","49","21.02.2026 15:44","7","464 422"
"48","S6 .EU","FINAL FANTASY","","s6_eu_g1421","s6_eu_g1421","1421","8","~ OFFICIAL FINAL FANTASY FUN GUILD ~ ENG / GER ~\n\n~ Black Gems Enabled\n~ Gold.         + 1000 max. \n~ XP.            + 1000 max. \n~ Knights:     :  959\n~ Raids         :  64/150\n~Demon Portal Defeated \n\n~ Daily Active Since Server Launch \n\n~ FEEL FREE TO JOIN! \n\n~ https://discord.com/invite/SXe9YRA7He\n\n~ #F11  Link_To_The_Past\n\n~ Guild Mascot TekkaiZombie <3","64","50","0","100","14 330","959","200","200","8","50","Yes","238","Yes","117","48","427","20","3","9 727","147 209","9 103","117 525","58 479","50","21.02.2026 15:44","11","301 398"
"49","S6 .EU","YOLO","","s6_eu_g3559","s6_eu_g3559","3559","9","                Treasure             YOLO                   Trainer\n                Skarbiec            PL/ENG                   Trener\n                  200%             Knights:1000            200%\n\n                        Portal: 50%         Dungeons 86/150\n\n                                    BLACK GEMS 50%   \n              DISCORD LINK: https://discord.gg/FgyKctMSck\n\n      Wymagamy / Requirements:\n   -Codziennej Aktywności / Daily activity\n   -Min. 20 Rycerzy / Min. 20 Knights\n   -Zgłaszanie się do każdej bitwy / Entering battles\n   -Klaser min. 90% / Scrapbook min. 90%\n   -Min. 380 lvl\n   -Wierzchowiec min 30% / Mount min 30%\n   -Stopniowe ulepszanie pupila gidyjnego\n   -Ulepy 10/10\n  \n","96","50","0","100","13 525","992","200","200","7","50","Yes","2509","Yes","116","49","440","20","3","8 664","146 806","8 900","126 419","60 922","50","21.02.2026 15:44","8","347 461"
"50","S6 .EU","Hz der Taverne","","s6_eu_g5874","s6_eu_g5874","5874","10","Wilkommen im Hinterzimmer der Taverne, wo nicht mal der Würfelspieler sich hinein wagt.\n    \t     )¯)    \n         )¯)  )¯)   )¯)\t\t       \n   ____I___I___I____\t\n~~\\Hz_der_Taverne/~~\t\n\nhttps://discord.gg/pEQmHvKd\n\nAm Renovieren\n    Info-Box  ¯\\_(ツ)_/¯\n\tDmg  +50%    \n\tGem  +xx% fluktuiert    \n\tGold + 50%    \n\tExp  + 50%   \n\tKH    >+800\n\tBest Pos. 7","78","50","0","100","13 405","826","200","200","7","47","No","0","Yes","3652","37","419","20","3","13 571","129 576","13 363","109 816","56 075","47","21.02.2026 15:44","15","222 547"
"51","S5 .EU","Tavernenflotte","","s5_eu_g136","s5_eu_g136","136","1","Sucht man einen gesetzlosen Schurken oder will man sich auf ein heikles Geschäft mit einer Bande Piraten einlassen, dann ist man bei der Tavernenflotte genau richtig. Kein anderer Ort im Ozean ist so berüchtigt wie diese schwimmende Gaststätte. Bekannt für endlose Nächte und reichlich Gebräu, gilt diese Flotte als Treffpunkt für die Unterwelt.\n\nDas bieten wir:\n- maximale Boni\n- eine aktive Gemeinschaft\n- Discord Server mit Statistiken\n\nGründungsdatum: 24.09.2023\n\n\nUnsere Flotte gibt es auch auf F26 & F27.\n\nUnser Regelwerk steht im Discord unter:\n- Gildenkult --> Regelwerk\n","107","50","0","100","36 377","1000","200","200","19","50","No","0","Yes","14","50","566","84","1","536 347","8 723","8 706","375 611","124 148","50","21.02.2026 15:44","1","2 687 483"
"52","S5 .EU","Heimathafen","","s5_eu_g27","s5_eu_g27","27","2","Jeder Reisende braucht einen Anker. Eine Heimat, in der man sich mit seinen Gefährten bei Speis und Trank niederlassen kann. \nDer Heimathafen bietet Rast für jeden Helden, der Bedeutendes leisten will. \n\n\nPartnergilde der Tavernenflotte.\n\n\nWir bieten:\n- eine gute Gemeinschaft mit Langzeitmotivation \n- Goldschatz 200% \n- Lehrmeister 200% \n- Portalbonus 50% (Waffenschaden) \n\n\nRegeln:\n\n- Abmelden bei längerer Inaktivität als einen Tag\n- Zu Kämpfen und Verteidigung melden ist Pflicht (ohne Farmequip!)\n- 3 korrekte große Tränke \n- Rundmails nur nach Absprache mit den Offizieren oder der Leitung\n- mindestens 50% Mount","107","50","0","100","22 583","1000","200","200","18","50","No","0","Yes","28","50","547","18","1","426 656","8 142","8 318","288 915","111 946","50","21.02.2026 15:44","3","1 535 034"
"53","S5 .EU","Order 66","","s5_eu_g14","s5_eu_g14","14","3","  |-<>-<>-<>-<>-<>-<>-<>-============-<>-<>-<>-<>-<>-<>-<>-|\n                                  Order 66 - Soldiers\n  |-<>-<>-<>-<>-<>-<>-<>-============-<>-<>-<>-<>-<>-<>-<>-| \n   \n         [EXP  200%]            [Knights 1000]            [Gold  200%]\n         Portal = 50%          Black gem = 50%    Hydra = 18 head\n------------------------------------------------------------\n------------------------------------------------------------\n  Boni. 10/10 – HoK 20 – 320 alu – 50% mount – daily activity\n           \t[LVL 540+]   [2d+ kick]   [SB 95%+]   [PET 600]\n             Apply here! -> https://sf.zsombey.hu/order_necro","96","50","0","100","22 114","1000","200","200","17","50","Yes","136","Yes","88","50","549","54","3","7 950","439 847","8 326","296 464","110 744","50","21.02.2026 15:44","2","1 879 083"
"54","S5 .EU","EcoLand","","s5_eu_g28","s5_eu_g28","28","4","27.12.23: Ecomasters + DeadLand = EcoLand\n\nCZ/SK only\n\nDiscord: https://discord.gg/r8SztkeCMF\nPro získání přístupu do cechovních místností napište Kugymu (na Discordu)\n\nNáborář a kontrolor aktivity: Andrejkou\nPlánovanou neaktivitu delší než 24h prosím hlaste dopředu!\n\nMinimální vstupní požadavky:\nLevel: 430\nHoK: 20\nCechovní mazlíček: 520+\nGriff + 320 touhy denně (alespoň o víkendech)\n\nNáš druhý cech: Hospůdka\nPokud nesplňujete požadavky, neváhejte se hlásit tam :)","108","50","0","100","19 324","1000","200","200","17","50","Yes","27","Yes","35","50","536","19","1","414 121","7 488","7 508","264 393","105 903","50","21.02.2026 15:44","4","905 315"
"55","S5 .EU","Thanedd","","s5_eu_g88","s5_eu_g88","88","5","                ------->>>Thanedd & Gors Velen<<<-------\n                        Founders: Aelirenn & Avallac`h co.\n                            \nApplying to Thanedd, you're aiming high:\n\n\t\t* 200% gold and exp          \n\t\t* 50 % portal bonus\n\t\t* 50x HoK 20\n       \n                  Enjoy your play!\n                             \n","97","50","0","100","15 874","1000","200","200","16","50","Yes","14","Yes","141","50","526","20","3","8 711","354 339","8 843","278 857","103 817","50","21.02.2026 15:44","5","817 906"
"56","S5 .EU","Heldenschmiede","","s5_eu_g35","s5_eu_g35","35","6","                             Welcome to Heldenschmiede\n                                          [GER / ENG]\n-------------------------------------------------------------\n   [Bonus: 200%]                [HoK: 1000]                [Portal: Done]\n-------------------------------------------------------------\n\n                       --->  !!!  [FREE SLOTS: min. 2]  !!!   <---\u000b                             --->  !!!  [APPLY NOW]  !!!  <---","106","50","0","100","12 733","980","200","200","14","49","Yes","28","Yes","110","49","498","80","1","277 504","8 378","8 703","221 820","88 040","49","21.02.2026 15:44","8","683 591"
"57","S5 .EU","Black Wings","","s5_eu_g141","s5_eu_g141","141","7","POLISH                            BLACK WINGS.                      ENGLISH\n\n\n\nPortal: 50% (N/A)               Knights: 1000                 Hydra: 14\n\n3 Days AFK without any word = KICK           ","106","50","0","100","11 989","1000","200","200","12","50","Yes","88","Yes","1037","50","495","80","1","275 111","7 783","7 758","197 970","82 004","50","21.02.2026 15:44","6","766 155"
"58","S5 .EU","Schattendrachen","","s5_eu_g110","s5_eu_g110","110","8","\"Sei uns willkommen bei den Schattendrachen!\nNimm deinen Platz ein an unserem dunklen Tisch\nund gemeinsam werden wir plündern und rauben!\"\n\n07.07.23 gegründet 15.11.23 Neugründung \n\n     Portal: 50%   Bonus: 200%  GPet: 410   Hydra :7x head    HoK: 991  Black Stones: 50%\u000b\u000b\u000b\t\t!! Bewerbungen willkommen !!  \u000b\t\t\tPlätze 3 Bewerber 0\n\nPartnergilden/Drachen-Allianz : Elbgilde, Der Saftladen und Morgenröte\n\nFusionen mit : Wächterschmiede,Wächter der Styx,Invictus Dampfpiraten \n\n\n\n","81","50","0","100","11 876","994","200","200","10","50","Yes","35","Yes","1390","50","478","20","3","10 945","219 332","11 258","193 545","76 844","50","21.02.2026 15:44","7","693 309"
"59","S5 .EU","Hustlerzy","","s5_eu_g1037","s5_eu_g1037","1037","9","WITAMY W GILDII HUSTLERZY!\n\nWELCOME TO THE HUSTLERS!                   \n\n\t\t\t\t\t\n[BONUS 200%]  [HOK 1000]  [PORTAL 50%]  [HYDRA 10-12]\n\n\nW sprawie rekrutacji proszę kontaktować się z dowódcą :)\n\nFor recruitment, please contact the leader directly :) \n\n\n---\nDISCORD: https://discord.com/invite/Zxf5vER8M9","104","50","0","100","11 259","1000","200","200","10","50","Yes","141","Yes","469","50","463","60","1","202 739","10 205","10 101","172 893","76 380","50","21.02.2026 15:44","9","429 191"
"60","S5 .EU","Hospůdka","","s5_eu_g1390","s5_eu_g1390","1390","10","               < < < <————<  Hospůdka >——> > > >\n  <><——— V hospodě se chlastá, tak žádný flákání ———><>\n        <><-- Bonusy >--< Rytíři >--< Portál >--< Hydra --><>\n                  200%           1000          50%             8 \n                                    \n  \n<><----------------------------------------------------------><>\n                       \n                          <><—- požadavky pro přijetí—-><>\n\n<><—-          Lvl. 350      Rytíři - 20   Gold/xp - 10/10   Mazel 400lvl      —-><>\n\n            <><—-Žádosti posílejte: airmen —-><>\n            <><—- Omluvenky posílejte někomu z vedení. \n                            Nedostatečná aktivita = KICK. \n                             <><——————————><>\n\nNa čepu: Radegast 10°- Příjemná chuť chmele s příjemnou hořkostí. Radegast 12° a Ratar pro milovníky sladké hořkosti.","97","50","0","100","11 237","1000","200","200","10","50","Yes","110","Yes","1004","50","458","20","3","10 604","189 718","11 291","156 747","69 481","50","21.02.2026 15:44","11","338 104"
"61","F28 .NET","Poena Capitis","","f28_net_g22","f28_net_g22","22","1","    \t\t\tPOENA CAPITIS x THE VOID\n\n    The time for your redemption has come - Poena Capitis\n                           \n\n\nBONUS > 200%       ·         HOK 20 > 50      ·        PORTAL > 50%\n \n   GOLD BACKGROUNDS > 12/12       ·        HYDRA > 20 HEADS\n\n\n\n                      Recruitment  -  sex0n, magic, Eyliaz\n         Requirements  -  Level 555+ · HoK 20 · Guild Pet 600\n\t\t\t\t320 thirst · Joining 2 fights a day\n\n\t\t        \n \u000b-> 2nd Fastest ever 500 avg lvl reached - 715 days (20.12.24)\u000b-> (ex)Record fastest raid 100 beaten - 537 days (25.06.24)\n-> First guild with average level 300 on EU1 (12.02.23)\u000b-> First guild with average level 400 on EU1 (14.09.23)\u000b-> First guild with Demon Portal finished on EU1 (13.05.23)\u000b-> First guild with HoK 1000 on EU1 (25.07.23)","111","50","0","100","33 672","1000","200","200","19","50","No","0","Yes","179","50","586","19","1","631 962","7 297","7 258","427 974","140 033","50","21.02.2026 15:44","2","4 333 860"
"62","F28 .NET","The Void","","f28_net_g5452","f28_net_g5452","5452","2"," \t\tTHE VOID x POENA CAPITIS\n\n\t\t~ The Void will never accept defeat! ~\n\n\n\n\n             BONUS > 200%         ·         HOK 20 > 50\n\t    PORTAL > 50%          ·         HYDRA > 20 HEADS\n\n\t\tRecruitment  -  dex0n, magic\n\tRequirements  -  Level 555+ · HoK 20 · Guild Pet 600\n                \t\t\t320 thirst · Joining 2 fights a day\n\n\n\n","105","50","0","100","33 404","1000","200","200","19","50","No","0","Yes","110","50","585","19","1","607 543","8 752","8 763","423 915","136 472","50","21.02.2026 15:44","3","4 270 830"
"63","F28 .NET","Welten im Wandel","","f28_net_g9108","f28_net_g9108","9108","3","                \n                                     UNITED WE STAND\n                                       divided we fall\n\t\t\t\tWelten im Wandel\n\n\n      \t\t\t10x HELLEVATOR GOLD EU3\t\t\n\n\n\n\n\t\t\thttps://discord.gg/UW6KJwTA","113","50","0","100","32 220","1000","200","200","19","50","No","0","Yes","15060","50","578","99","1","554 680","7 941","8 108","389 701","123 774","50","21.02.2026 15:44","4","4 062 698"
"64","F28 .NET","Asylum","","f28_net_g179","f28_net_g179","179","4","                                     _________________\n           »»—------------[|     A S Y L U M     |]——------------««\n                              ¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯\t\t\t\n\t\t\t\t\n                        undefeated Raid 50 record holder\n\n       BONUSES 200%      PORTAL 50%      HYDRA  20 HEADS\n\n             Recruitement: Araton\n             Requirements: Level 550+, HOK 20, Guild Pet 600\n\n \n\n\n\n\n","101","50","0","100","30 330","1000","200","200","19","50","Yes","22","No","-1","50","581","18","1","592 704","8 007","8 040","393 784","133 333","50","21.02.2026 15:44","5","3 468 021"
"65","F28 .NET","Legion Z","","f28_net_g15060","f28_net_g15060","15060","5","                         GenerationZ x Die Legion\n\n                     The best are not always the first\n\n                        .+*^*+._.+*^*+._.+*^*+._.+*^*+.\n                                    [ LEGION-Z ]\n                        .+*^*+._.+*^*+._.+*^*+._.+*^*+.\n                           join us or get behind us \n\n                         German/International Guild \n\n                                  Wir sind Gruppe.            \n","109","50","0","100","29 192","1000","200","200","19","50","Yes","9108","Yes","14265","50","568","19","1","494 428","8 090","8 137","374 336","124 657","50","21.02.2026 15:44","6","2 771 890"
"66","F28 .NET","Erben im Wandel","","f28_net_g14265","f28_net_g14265","14265","6","                                            Dead End\n\n                    Facing the inevitable end, united like always!\n\n    United in memory of Order66 / UndeadArmy / Outer Banks\n    \n                           https://discord.gg/AfACY4zm6Y      \n\n                 [ BORN 26.05.2023       REBORN 14.07.2025 ]\n\n                                The best are always first\n                                          \n                         Hell Attack Raid 5 cleared 30.05.2025","107","50","0","100","29 148","995","200","200","19","50","Yes","15060","Yes","9166","50","557","80","1","448 932","8 092","8 215","328 820","115 368","50","21.02.2026 15:44","7","2 300 732"
"67","F28 .NET","IMPERIUM","","f28_net_g110","f28_net_g110","110","7","  EXP: 200%                          HOK: 1000                GOLD: 200%\n                                  \n                                             Portal: 50%                              \n                                   \nWYMAGANIA : \n- Wierzchowiec 50%\n- Klaser 90%\n- Hok 20\n- Pupil 600                             \n\n                                     \n                  MIN - 500+ LVL   :)            REKRUTACJA - Mefisto     \n\n                           \n   \n          ","99","50","0","100","27 726","1000","200","200","19","50","Yes","5452","Yes","5439","50","572","60","1","524 847","8 304","8 216","368 261","128 864","50","21.02.2026 15:44","8","2 267 389"
"68","F28 .NET","Rebirth","","f28_net_g5439","f28_net_g5439","5439","8"," \t\t~ Rebirth ~ (ex. Graviora Manent)\n        \t\t\t\tInternational Guild\n\nMultilingual recruitment: Bluemagician/Damianici/Aureole/Tebigin\n\nGold/Exp: 200%\t\tPortal: 50%\tHoK 1000\tHydra: 20\n\n\t\t\tDaily/weekly/monthly statistics.\n\t\t\t\tGuild language: ENG\n                                  \t\n\t\t\t\t\tREQUIREMENTS:\n- Loyalty\n- lvl 530+\n- min. 20Hok\n- Active development and participation in Hellevator\n- login twice a day for 2x attack / defend\n- all XXL Potions\n- 320 thirst\n- 50% Mount\n- S-Book 90%","105","50","0","100","24 355","1000","200","200","19","50","Yes","110","No","-1","50","555","80","1","440 019","10 567","11 318","325 587","120 072","50","21.02.2026 15:44","9","1 825 533"
"69","F28 .NET","Hangover","","f28_net_g32","f28_net_g32","32","10","============================================================                                            Hangover\n                                          --CZ/SK--\n============================================================\n\n        XP 200%                   HoK - 1000                 GOLD 200%\n\n                                         Portál - 50%\n\n                     HoK 15 - 50x                    HoK 20 - 50x\n\n                                        Hydra - 19 hlav\n============================================================\n\n************************** Nábor otevřen **************************\nPožadavky pro přijetí:\nBonusy - 10/10\nHoK - 20\nAlbum - 90+%\nLevel - 520+","100","50","0","100","23 633","1000","200","200","19","50","No","0","No","-1","50","545","60","1","444 639","9 749","9 618","303 329","115 115","50","21.02.2026 15:44","11","1 274 472"
"70","F28 .NET","Die Legion","","f28_net_g11896","f28_net_g11896","11896","11","---------------------------------------------------------------                            \n                                         -> DIE LEGION <-\n---------------------------------------------------------------                                        \n     \u000b            Wir bieten:                                               Wir fordern:\u000b           200% GS/LM                                       320 Abenteuerlust\n       Achtköpfige Hydra                                   50% Reittier\n       50% Gildenportal\t\t\t\t\t  Ritterhalle 20              \t    50x RH 20                                                Top Tränke                                  \n               Discord                                             Kampfbeteiligung\n\n---------------------------------------------------------------\nWir wollen auf EU10 nocheinmal eine Legion gründen. Wer lust hat dabei zu sein, kann sich gerne Melden.\n---------------------------------------------------------------                                     \n                                       gegründet: 05.05.23","109","50","0","100","23 532","1000","200","200","13","50","No","0","Yes","166","50","515","19","1","301 917","16 370","16 011","227 539","93 653","50","21.02.2026 15:44","28","660 934"
"71","F28 .NET","Sladký domov","","f28_net_g9126","f28_net_g9126","9126","12"," Pokud je zájem o vstup stačí přijmout volnou pozvánku \n\nNábor: Vůdce ,důstojníci\n                        \nPODMÍNKY: Level 350 , 20 Rytířů , Cech. Mazel 475+, Album 98%\n\nNÁBOR otevřený\n\n\nhttps://discord.gg/8emcWc87wu","104","50","0","100","22 246","526","154","157","5","27","Yes","190","Yes","9128","27","427","20","3","13 988","124 972","13 712","107 310","56 684","27","21.02.2026 15:44","99","148 232"
"72","F28 .NET","Marathon Runners","","f28_net_g86","f28_net_g86","86","13","                                  Marathon runners \n                                        \n                                      \n                                   Hydra:  18  heads\n\n              \"Ez a játék nem egy sprint, hanem egy maraton\"\n                     \"This game is marathon not a sprint\"","106","50","0","100","22 194","1000","200","200","18","50","No","0","No","-1","50","546","19","1","428 240","10 578","10 595","293 932","109 324","50","21.02.2026 15:44","15","1 030 525"
"73","F28 .NET","Magic Mushrooms","","f28_net_g6","f28_net_g6","6","14"," \n                                       Magic Mushrooms\n\n             LM/GS: 200% | RH: 1000 | Hydra: 19 | Portal: 50%\n\n                                             Über uns:\n\nWir sind ein lieber Haufen von Leutchen, die gemeinsam ein wenig S&F daddeln möchten. Ganz vorne steht bei uns der Spielspaß. Stress gibt es hier nicht c:. \nTrotzdem ist natürlich ein gewisser Ehrgeiz vorhanden.\nDazu legen wir sehr viel Wert auf Kommunikation und Transparenz.\n\nWenn auch Du in unserem gemütlichen Pilzwald mitmischen möchtest bewirb dich jederzeit gerne bei Flylai.\n\n                            Wir freuen uns auf Dich! c:\n\n\n\n\n\n\n\n\n\n\n","110","50","0","100","21 998","1000","200","200","18","50","No","0","Yes","5741","50","550","19","1","411 771","9 741","9 862","309 246","113 883","50","21.02.2026 15:44","19","856 697"
